,,Event.CrossSection,Event.HT,nLeptons,nJets,nBjets,nNotbjets,Event_type,Bjet_group,pT_1,eta_1,phi_1,pT_2,eta_2,phi_2,pT_3,eta_3,phi_3,pT_4,eta_4,phi_4,pT_5,eta_5,phi_5,pT_6,eta_6,phi_6,m_12,m_34,m_56,dR_12,dR_34,dR_56,dEta_12,dEta_34,dEta_56,dPhi_12,dPhi_34,dPhi_56,pT_12,pT_34,pT_56,xWt1,HT_select,m_1234,dR_1234,dR_1256,dR_3456,m_min,m_mean,m_max,dEta_min,dEta_mean,dEta_max
ttHjj dilep,27,4.5771263e-05,850.3965,2.0,6,4.0,2.0,2.0,4.0,150.6140899658203,-1.4117741584777832,1.683361530303955,92.9757308959961,-0.5640231370925903,1.8714921474456787,44.36494064331055,-1.8560000658035278,-1.433733344078064,43.95515441894531,-0.7901206016540527,-0.9975005984306335,112.49043273925781,-2.13153338432312,2.025036334991455,36.21541976928711,1.3529019355773926,-1.3849736452102661,114.92175129893727,56.070807096692604,376.526165646529,3.0727218870245343,2.907760523770395,3.4947585461373465,0.8477510213851929,1.065879464149475,3.4844353199005127,2.9534620364480695,2.7053599079423627,0.2684172074026385,242.5733632613463,86.22755325488988,78.16415109493445,11.531561120919118,798.8867797851562,338.21340476951843,2.9882450543538748,2.993856818525406,3.0462428487638245,56.070807096692604,172.37016604410377,376.526165646529,0.2260974645614624,1.461317539215088,3.4844353199005127
ttHjj dilep,28,4.994584e-05,945.77954,2.0,6,4.0,2.0,2.0,4.0,239.0471954345703,-1.7316421270370483,0.698474645614624,142.156982421875,-1.2639799118041992,-0.10258107632398605,138.12445068359375,-0.8712530136108398,-1.932839274406433,58.58336639404297,0.3854171931743622,-0.8003835082054138,154.52407836914062,-1.2954262495040894,1.4977067708969116,69.23062896728516,-1.7601187229156494,-1.3628584146499634,180.71169892650335,159.81910416441264,220.09518356388568,0.927576535464187,2.369778655546424,2.8980635389183895,0.4676622152328491,1.2566702365875244,0.46469247341156006,0.8010557293891907,2.009136827784129,2.860565185546875,353.0608444491952,171.40390635825028,90.0794177629634,9.351667841635043,919.4276733398438,644.9032045190685,2.27104088797834,2.3622930397502104,1.7230821827945548,108.30378804712002,223.17592046253125,391.9130698326637,0.028476595878601074,0.8893528580665588,2.145535945892334
ttHjj dilep,29,5.1511306e-05,1277.5931,2.0,7,5.0,2.0,2.0,5.0,233.96853637695312,-0.26067960262298584,-2.3113789558410645,193.79251098632812,-1.442482590675354,2.0665252208709717,174.66796875,0.8521264791488647,1.7243200540542603,110.07846069335938,-0.6813281178474426,-1.5259143114089966,35.98908233642578,-1.142398476600647,2.712524652481079,90.13186645507812,0.7416284680366516,0.16161853075027466,438.1770352846557,116.95757237341452,412.26879170573517,2.5078940503839955,2.0960851596753245,2.8981047431560465,1.1128060817718506,0.46107035875320435,2.1841111183166504,2.247486416493551,2.044746224080221,1.9049067497253418,184.5732870920684,98.97614532349093,184.99595493708037,4.502367978725178,1230.3763427734375,648.0922533089491,2.47806875911433,2.412237547976752,2.846825476262816,62.85772617642977,270.5694695968196,526.704495898416,0.11049801111221313,1.1697183847427368,2.2946090698242188
ttHjj dilep,30,5.3225864e-05,941.16534,2.0,6,4.0,2.0,2.0,4.0,95.7290267944336,0.8037254810333252,-2.754199743270874,72.94068145751953,-0.43121016025543213,-2.8028321266174316,34.17085647583008,0.43601593375205994,-0.1651528775691986,33.07175064086914,1.090895414352417,1.5390251874923706,374.0977478027344,-0.05986206233501434,-1.7005740404129028,66.74253845214844,1.4343454837799072,-2.0184555053710938,114.03486295027625,56.37457324010331,274.3613024673367,1.2358928541080092,1.5795656709091628,1.5276467795397528,1.2349356412887573,0.6548794507980347,1.494207501411438,0.04863238334655762,1.4374145587259015,0.3178814649581909,168.62075801209704,44.281083934528326,437.99353198174356,9.848153719701903,915.2243041992188,251.4921033246975,2.947275586922253,2.1154850416506936,2.5618701345450505,56.37457324010331,148.54281028028865,274.3613024673367,0.2871699333190918,0.8765173554420471,1.8655556440353394
ttHjj dilep,31,5.501497e-05,803.3565,2.0,7,6.0,1.0,2.0,6.0,211.92333984375,-0.961140513420105,1.1157727241516113,121.45143127441406,-0.27938225865364075,1.2369457483291626,105.59320831298828,-1.0059934854507446,-2.014617443084717,72.64022827148438,-1.4212480783462524,-0.8820087909698486,39.31454849243164,2.0072295665740967,-2.3787479400634766,33.29344940185547,-1.2937321662902832,-2.6699957847595215,119.99881845772086,106.84795127931673,182.35108350079415,3.096405835209099,2.0514514605768803,3.313785398735878,0.6817582845687866,0.4152545928955078,3.30096173286438,3.020419629412242,2.008984001474925,0.2912478446960449,332.8081835444912,151.44485126170545,71.84479570211369,6.282395064797222,803.3565063476562,512.7894898777037,2.787926072617218,1.848924439211575,2.542083674399537,48.08707614555281,202.89629559772067,423.3222811116423,0.04485297203063965,1.3486860990524292,3.4284777641296387
ttHjj dilep,32,5.5611337e-05,463.63663,2.0,6,4.0,2.0,2.0,4.0,70.44660949707031,-0.589837372303009,2.334040403366089,46.845577239990234,-1.3758145570755005,-2.6820173263549805,31.52537727355957,0.44766464829444885,-0.07628396153450012,31.442739486694336,0.962428092956543,-1.6155805587768555,57.559547424316406,-0.6490606665611267,-1.6483358144760132,39.567806243896484,-0.15083648264408112,-0.3737284541130066,83.85511541114317,47.530417636566945,62.691299498775656,2.0325797279401807,1.6230882726068228,1.9323201636507257,0.7859771847724915,0.5147634744644165,0.4982241988182068,1.8744653145498553,1.5392966270446777,1.8669852336221417,95.5554979542939,45.22093286540621,78.79223888985496,2.771313054215134,463.6366271972656,244.5851463243615,2.1353602833314174,1.0009656711300572,1.5356896649609186,25.41660755672987,84.7256691732835,119.1586227461867,0.059223294258117676,1.0280261039733887,2.338242530822754
ttHjj dilep,33,5.5834975e-05,697.2895,2.0,7,4.0,3.0,2.0,4.0,123.43201446533203,0.6287017464637756,2.544624090194702,84.51486206054688,-0.8819726705551147,0.3209404945373535,79.68023681640625,-0.1556273102760315,1.246412992477417,78.06424713134766,1.2119178771972656,-2.769631862640381,108.61495208740234,-0.4815070331096649,-2.174623727798462,42.12594223022461,-0.456095427274704,2.2869200706481934,249.79984459224124,184.91678381163388,114.67667689886378,2.688290554965625,1.623220845277443,1.8218185056211271,1.5106744766235352,1.3675451278686523,0.025411605834960938,2.2236835956573486,0.8744519631094256,1.8216412703143519,98.50840705771697,66.80948626195712,106.30293064587846,2.8147816250161752,697.2894897460938,453.9615736493546,2.873446795290778,1.3762145343482535,2.6082533564407266,62.45972138766419,155.37157370425453,260.1391446518275,0.025411605834960938,0.9400365948677063,2.09389066696167
ttHjj dilep,34,5.822045e-05,600.99347,2.0,7,4.0,3.0,2.0,4.0,76.63054656982422,-1.2053834199905396,-1.4563814401626587,42.61270523071289,-1.4574370384216309,1.5268504619598389,39.8863410949707,-0.09848365932703018,0.5684863924980164,37.549102783203125,-0.0830586776137352,1.5623923540115356,96.12120819091797,-0.8619509339332581,-0.34633228182792664,58.50164031982422,-1.817736268043518,2.312640905380249,119.28932524808263,38.75950259995462,171.59989420134391,0.297672834523679,2.147742083533864,1.0707227117533173,0.2520536184310913,0.015424981713294983,0.95578533411026,0.158360632258006,2.147686692076274,0.48261943657929507,35.19848722020903,68.07792148900204,51.95941855563006,2.4934653168540812,484.46746826171875,231.41983995646834,2.490883855412856,1.6772021697924164,2.39677091339951,38.75950259995462,103.07276781726931,171.59989420134391,0.015424981713294983,0.8729120492935181,1.7346775531768799
ttHjj dilep,35,5.948773e-05,906.6988,2.0,11,7.0,4.0,2.0,6.0,97.18448638916016,-0.4015742540359497,0.5786231160163879,80.6578598022461,-2.0555288791656494,1.7933138608932495,71.6521224975586,-0.28826674818992615,1.9130605459213257,42.23914337158203,-0.40698927640914917,-3.077118396759033,37.650577545166016,-0.5569709539413452,1.2424792051315308,33.64860916137695,-1.2659934759140015,-0.0054543656297028065,196.1070902490092,95.84289799882946,68.16053771038798,2.539393056912237,2.1532879914903678,1.969307165426918,1.6539546251296997,0.9777266979217529,0.14998167753219604,1.9269019683175763,1.9185149669647217,1.9635875860797327,146.34230846627358,67.99370581073624,44.54498335839608,1.2702611284246836,864.7467651367188,308.27320050003146,2.906432352257467,2.1116788208054933,2.2662022551530168,40.492461947321175,95.36932889717694,196.1070902490092,0.005415022373199463,0.7719700336456299,1.7672621011734009
ttHjj dilep,36,6.112774e-05,543.17,2.0,6,4.0,2.0,2.0,4.0,126.10880279541016,-1.303832769393921,3.0713772773742676,97.7712631225586,-0.1158871203660965,-1.691937804222107,54.672325134277344,0.4487438201904297,0.5595472455024719,32.395790100097656,0.9328035712242126,-2.923597812652588,121.9196548461914,-0.5118194818496704,0.3955458700656891,46.37888717651367,0.867068886756897,2.1234290599823,209.17459277525217,85.88752021741652,163.45423577476635,2.0102733095233236,0.592428769489622,1.9748183451887287,1.1879456043243408,0.48405975103378296,1.3788883686065674,1.621722547215871,0.3415523449606219,1.41370943387086,163.45618675062354,26.47380639157887,123.47552050616932,5.418922575225525,543.1699829101562,402.23681057559924,3.8316344076262605,3.0922584058662514,1.7305920185205392,49.66499926257454,152.6781339023732,264.4597157706879,0.06573468446731567,1.0589652061462402,2.2366364002227783
ttHjj dilep,37,6.179866e-05,753.183,2.0,6,5.0,1.0,2.0,5.0,195.7009735107422,-2.226576566696167,-0.7774055004119873,67.34237670898438,-0.47435885667800903,0.7700479626655579,43.310428619384766,-2.448085308074951,0.02827942743897438,36.72606658935547,-1.3557868003845215,-0.48329004645347595,36.41899490356445,-0.05775829032063484,-2.8206698894500732,60.836883544921875,1.0250592231750488,2.843374490737915,131.4500594554374,84.94027186306998,575.490540265813,2.1085105893993736,2.6736160634915103,4.2025631912910635,1.973726511001587,1.2980284690856934,3.251635789871216,0.7417685389518738,2.3373799324035645,2.662405316029684,103.49638209008198,28.627268742363434,144.46533112260417,13.273533683595753,753.1829833984375,250.85582620909892,2.1288334556278663,1.6215199154458038,2.608463893869402,51.27413071118643,171.7142437394975,575.490540265813,0.22150874137878418,1.6502403020858765,3.47314453125
ttHjj dilep,38,6.366231e-05,575.12573,2.0,6,4.0,2.0,2.0,4.0,103.03167724609375,-0.5661054253578186,-1.8301405906677246,50.40196228027344,-0.9737469553947449,0.4220597743988037,35.13116455078125,0.7415565848350525,2.825532913208008,31.62546730041504,0.6692070960998535,1.0042216777801514,52.99024200439453,-1.6567174196243286,3.1298422813415527,50.147281646728516,1.8238492012023926,0.6545366048812866,135.10158958088172,54.41039556348388,301.55077568819047,0.9783610069373659,1.8227476689920603,4.271004656276902,0.40764153003692627,0.07234948873519897,3.4805665016174316,0.8893922885232648,1.8213112354278564,2.4753055572509766,81.32594756562213,41.03058703625848,33.83438589921108,10.052455373968709,431.45098876953125,271.3577661800974,3.7100836501759797,3.418076024464314,0.5519885538988274,53.782611904347256,136.14734978849108,301.55077568819047,0.07234948873519897,1.5856035947799683,3.4805665016174316
ttHjj dilep,39,6.977509e-05,1095.8999,2.0,6,4.0,2.0,2.0,4.0,126.10945129394531,0.19635257124900818,0.31837669014930725,112.97824096679688,0.14037971198558807,1.7478985786437988,82.8055648803711,0.045334119349718094,-3.0791585445404053,36.414005279541016,-0.6560500860214233,-2.9599740505218506,243.9732666015625,-0.5729056000709534,-2.176577568054199,37.469173431396484,1.5454059839248657,0.8465365171432495,160.57685335956754,45.91707997028852,310.596283985582,1.7129854534177356,3.1027231362882364,2.121622342061405,0.055972859263420105,0.7013841867446899,2.118311643600464,1.7120707352929792,3.0224081595712384,0.11847844918305483,180.77597201595665,119.04001391043184,206.81417950261562,10.191057843024742,952.913818359375,346.94163641069713,0.9755704685790297,3.1846172919655946,2.2571887106397988,45.91707997028852,169.142846001457,363.1996829119598,0.055972859263420105,0.8940066695213318,2.201456069946289
ttHjj dilep,40,7.312965e-05,821.36914,2.0,6,5.0,1.0,2.0,5.0,284.3053283691406,-1.1770941019058228,-2.008092164993286,156.2947235107422,-0.3814307451248169,0.8516448140144348,69.35533142089844,-2.1223320960998535,0.6232882142066956,40.735286712646484,-1.3947471380233765,-0.3553082048892975,38.174537658691406,0.5847114324569702,1.8162721395492554,43.0977897644043,-1.2426573038101196,0.7533172965049744,211.28172117958954,116.89377759261633,225.62458889329338,1.7558144123176742,2.2043548194358955,0.38579495547698145,1.7409013509750366,1.9794585704803467,0.06556320190429688,0.22835659980773926,0.9700123389535626,0.38018313248688784,224.39950360895403,36.858533822629084,244.80784058981342,8.46454616901011,797.4423828125,358.9271949605354,0.12383875428692978,2.7330342399072465,2.6255462889231427,47.716619375833766,171.62712428134253,458.4423025740301,0.06556320190429688,1.109382152557373,2.7070436477661133
ttHjj dilep,41,7.469512e-05,541.7025,2.0,6,4.0,2.0,2.0,4.0,145.56134033203125,-0.3938343822956085,1.4547568559646606,61.030452728271484,0.8906534314155579,-2.2499301433563232,41.98910140991211,0.5669740438461304,1.5730550289154053,31.594335556030273,0.8775147199630737,0.21647489070892334,86.07215118408203,-0.7381318211555481,-1.724124789237976,32.03347396850586,1.9626362323760986,0.7830482125282288,226.28930702450737,48.63357544894357,215.99158974028978,1.4024922090979823,1.3916699259880145,2.7742811638353695,1.2844878435134888,0.31054067611694336,2.700767993927002,0.5630944649404803,1.356580138206482,0.6344195922189435,99.44153926439697,57.665549794300496,63.19169281799291,7.758757175187699,541.7025146484375,302.79396013133953,1.144402280606093,0.600698094438039,2.4388957252826873,43.04781921149062,130.54139653206417,232.9212454249199,0.01313871145248413,1.1778563261032104,2.700767993927002
ttHjj dilep,42,7.9391524e-05,665.9731,2.0,6,5.0,1.0,2.0,5.0,227.7608184814453,-0.47121912240982056,-0.263081431388855,117.58978271484375,-1.8364038467407227,2.929795026779175,87.59838104248047,-0.4563702642917633,-2.809042453765869,43.60074996948242,-0.9705705642700195,2.4196619987487793,36.60199737548828,-1.9583512544631958,0.7520814538002014,74.7547378540039,-1.8367687463760376,-2.2229650020599365,408.3500164145484,145.1335174224925,99.99502989152629,3.378422562876843,3.1089492713973805,1.7330328001702138,1.3651847839355469,1.5019810199737549,0.8661981821060181,3.090308968220846,2.7220614592181605,1.5010341088003436,110.49018329955621,56.18476241679357,83.87434448199976,2.0458293820391797,665.9730834960938,575.3575494927422,2.780582211413479,2.4625044890776233,2.833707880632606,71.25959885755681,162.68710614930174,408.3500164145484,0.0003648996353149414,0.8314924836158752,1.5019810199737549
ttHjj dilep,43,8.021153e-05,1015.995,2.0,8,4.0,4.0,2.0,4.0,253.14002990722656,0.4216691255569458,1.7806791067123413,89.5,0.6339080929756165,-3.0115437507629395,70.77163696289062,1.1636793613433838,-1.0346565246582031,39.77223205566406,2.006429433822632,-2.2356443405151367,151.03067016601562,0.4456304907798767,-0.9755229353904724,142.6175079345703,1.4421279430389404,-1.6771644353866577,210.575243003715,76.84733580105716,187.84657654515556,1.664219289279785,1.4671739564552615,1.218732114484435,0.21223896741867065,0.842750072479248,0.9964974522590637,1.6506303230947772,1.2009878158569336,0.7016414999961853,275.1430897136974,92.87174938119155,275.7774999192035,6.393010226208312,1015.9949951171875,474.56260315758044,1.195143332602989,0.5612119859613727,3.0787730434929337,70.51181656933827,189.356041860095,430.74464004902654,0.023961365222930908,0.7628709077835083,1.584760308265686
ttHjj dilep,44,8.036062e-05,555.5018,2.0,6,5.0,1.0,2.0,5.0,113.1095199584961,-0.6661263108253479,3.072913408279419,86.09605407714844,0.9509773850440979,1.2168611288070679,48.62294006347656,0.46809157729148865,-1.9387171268463135,47.80314254760742,-0.43078693747520447,0.12511466443538666,34.02918243408203,-1.5941740274429321,1.498439908027649,83.34651184082031,-0.7879337668418884,1.238842248916626,240.7407711117983,129.34631894451348,78.88060853482749,2.461697468684796,3.514657279964601,2.059075194516316,1.6171036958694458,2.062265634536743,0.35714682936668396,1.856052279472351,2.8460281530963343,2.027865084009715,121.34878952857099,18.88045274247653,112.90888457126128,1.8163803830141751,499.65179443359375,390.7771917783438,2.55695253958326,1.712535263472156,3.128613305412538,57.64186062103963,132.98622384486993,240.7407711117983,0.12180745601654053,1.1152781248092651,2.545151472091675
ttHjj dilep,45,8.222427e-05,511.66525,2.0,6,5.0,1.0,2.0,5.0,123.4775390625,-1.0463364124298096,-1.0344243049621582,93.78665161132812,-1.0370780229568481,2.133709192276001,84.44155883789062,-0.08663847297430038,2.358977794647217,62.95118713378906,-1.3456916809082031,0.29080531001091003,37.12005615234375,-0.9101852774620056,3.105705738067627,35.13164520263672,1.1280558109283447,1.5348265171051025,91.8799710669882,98.53757300977625,215.38444068521625,3.0672921856867372,0.5444204782507464,2.24845651794981,0.9504395723342896,0.4355064034461975,2.1743922233581543,2.9163240512185773,0.3266922553353986,0.5723418315225324,177.1019750283045,30.239600943431242,95.85216445328187,8.008824578949314,511.6652526855469,257.83590937603327,2.271413080180351,3.089871454935034,2.0489735753085228,57.781998842682455,132.74485047791762,227.81841257539963,0.009258389472961426,1.0249816179275513,2.473747491836548
ttHjj dilep,46,8.662249e-05,913.3618,2.0,7,5.0,2.0,2.0,5.0,213.4202117919922,0.2862817943096161,2.3106632232666016,89.569580078125,0.9656458497047424,2.646116018295288,60.49884796142578,-0.4478982388973236,-2.6115403175354004,39.11442184448242,2.10707426071167,1.9372646808624268,37.67490005493164,0.31017959117889404,1.3487697839736938,171.2463836669922,0.02033911645412445,-1.2078781127929688,112.64380772258816,96.4386669067028,267.791666338612,2.8872056501159586,2.4434467083555105,2.0867382684709,0.6793640851974487,0.75807785987854,2.086735248565674,2.8061398585611066,2.3228753248797815,0.003550140065602392,299.4525350211939,44.33146797982324,132.13228964595902,3.1918589464175677,884.8408813476562,286.8200040636488,2.6949446900354936,0.7004003439366213,1.752792181169264,81.48063927006865,164.1799886800026,386.0299946865873,0.023897796869277954,1.0423121452331543,2.5549724102020264
ttHjj dilep,47,8.848614e-05,399.8472,2.0,6,6.0,0.0,2.0,6.0,79.93620300292969,-0.6564915180206299,-0.7466303110122681,63.6117057800293,-0.27184203267097473,2.481654644012451,62.85089111328125,-0.8230014443397522,-1.767716407775879,59.7311897277832,1.6944613456726074,0.11485598981380463,47.113380432128906,-1.6785856485366821,0.879253625869751,37.40274429321289,0.7449365258216858,2.7985787391662598,147.07418509745517,117.01402517321881,104.19565965739262,3.079021291988852,0.988269126620741,1.0541547544667342,0.38464948534965515,0.8555842041969299,0.9495248198509216,3.0549004713641565,0.49462261994416323,0.45786991913849917,17.455111358171404,30.94287559227582,30.96455306117278,3.7304830756962875,399.8471984863281,281.79592967735823,3.049641250933926,4.85538484610299,5.183257628161752,56.63010576514638,142.35008328996304,280.0698314873543,0.16650992631912231,1.463579773902893,3.373046875
ttHjj dilep,48,9.206435e-05,942.4626,2.0,6,4.0,2.0,2.0,4.0,154.3319549560547,-1.3475056886672974,1.6627397537231445,43.71795654296875,0.47575607895851135,2.162396192550659,37.67098617553711,-0.12675663828849792,1.4365921020507812,35.27337646484375,-2.0333452224731445,-2.629696846008301,208.80325317382812,-0.5925508737564087,0.45600783824920654,133.70042419433594,-0.2861100137233734,2.7085440158843994,177.63972647022976,104.55185541422397,315.1737135568322,3.210001608641895,2.118995788742138,0.940386732236813,1.8232617378234863,1.9065885543823242,0.3064408600330353,2.6419362147622785,0.9246962944692889,0.8890563567453107,193.8403215560383,32.607587610786425,162.14494715998362,10.203045632553579,905.855712890625,302.49767433936404,2.6523778662444153,0.6441249912259722,1.8098876922627294,39.629995297107456,155.93252690717918,315.1737135568322,0.1593533754348755,1.1009461879730225,2.509101390838623
ttHjj dilep,49,9.310799e-05,947.51483,2.0,7,4.0,3.0,2.0,4.0,254.64515686035156,-0.47825488448143005,0.4833024740219116,187.0423126220703,0.4785284101963043,-2.149508476257324,122.34700775146484,-0.9083190560340881,-0.2072616070508957,77.79443359375,-0.09398510307073593,1.8915472030639648,92.64898681640625,-0.2270016223192215,2.910228729248047,69.9797134399414,2.3600425720214844,-2.5412909984588623,484.4435564415016,188.93692112966977,282.78579281057876,2.8012726394615166,1.323079007768236,3.468221746654921,0.9567832946777344,0.814333975315094,2.5870442390441895,2.6328110694885254,1.0427838881784162,2.309927312535695,128.9796898347499,106.91201900407388,149.05108604899095,2.84404494487009,947.5148315429688,705.8328994083082,2.4979065798516373,3.279601925483984,2.6539531702600145,88.90956283423857,286.0867366369825,584.861687998605,0.13301652669906616,1.2896782159805298,3.2683615684509277
ttHjj dilep,50,9.370436e-05,774.7966,2.0,6,4.0,2.0,2.0,4.0,220.28138732910156,-1.1258145570755005,1.4432421922683716,177.5666046142578,-1.1770026683807373,-0.9481185674667358,89.68965911865234,-2.021348714828491,-1.4824321269989014,44.41248321533203,0.2480383813381195,-2.4376864433288574,79.2889175415039,-1.154659628868103,-1.7197147607803345,48.48280715942383,-1.4224035739898682,2.9189438819885254,380.1192355045389,186.65451060015263,94.00432189583918,2.3919085488245297,2.46224048283601,1.6661798108826555,0.051188111305236816,2.2693870067596436,0.26774394512176514,2.3913607597351074,0.955254316329956,1.644526783620016,151.08505264088808,120.89943702646958,89.83856670814139,1.5286176284619188,741.2660522460938,621.0925806024154,2.3235167473205958,2.8380669261926763,0.5171499882165612,81.6554357010847,176.9680641001902,380.1192355045389,0.022343039512634277,0.8172696828842163,2.2693870067596436
ttHjj dilep,51,9.452437e-05,463.72687,2.0,6,4.0,2.0,2.0,4.0,77.8936996459961,-0.7272878289222717,-1.5645288228988647,54.791500091552734,-0.2180454283952713,2.2852566242218018,34.08129119873047,0.3622877597808838,0.1203317865729332,31.386125564575195,-1.5140552520751953,0.6713738441467285,91.04148864746094,-1.2645598649978638,-0.6895872950553894,45.99559020996094,-0.8979207873344421,2.5158591270446777,129.94909861425535,74.7821020062072,134.09685943075021,2.486114095687008,3.198689633717743,3.0995000388942313,0.5092424154281616,1.876343011856079,0.36663907766342163,2.4333999792682093,2.590550573664256,3.0777388254748743,50.85516125984825,63.002489219931,45.23495282139538,4.084953303341589,397.97344970703125,235.88998604042067,0.5609194776662335,1.8499363212786646,1.7875883806431667,39.27362782253824,97.35368554200541,163.1775031069223,0.1706329584121704,0.8461260199546814,1.876343011856079
ttHjj dilep,52,9.556801e-05,489.75967,2.0,6,4.0,2.0,2.0,4.0,89.24298858642578,-0.46779677271842957,2.2539710998535156,47.1984977722168,1.0629897117614746,-2.5901706218719482,42.62199783325195,-0.2825377285480499,-1.3297972679138184,39.77871322631836,1.0885339975357056,2.3585121631622314,130.10089111328125,0.551603376865387,-2.1131973266601562,59.50116729736328,-1.4089264869689941,1.1329941749572754,140.4440149875967,102.53747824353441,268.3436554075326,2.289537397282841,2.934828514364705,3.61483173720382,1.5307865142822266,1.371071696281433,1.9605298042297363,1.7025493065542499,2.5948758761035364,3.0369938055621546,106.29544299577516,22.413272920261036,71.19648288111516,9.312543489443142,489.7596740722656,257.6025445555741,2.389500660393208,1.8955473204756894,3.3982552750523842,56.29395202029334,130.18171883354367,268.3436554075326,0.025544285774230957,1.1942535638809204,2.49746036529541
ttHjj dilep,53,9.720802e-05,754.6404,2.0,6,4.0,2.0,2.0,4.0,292.6179504394531,0.15737475454807281,-2.164095878601074,129.75466918945312,-0.19140292704105377,-3.0941553115844727,94.69236755371094,-0.058676667511463165,0.444240540266037,49.31969451904297,-0.7211384773254395,-1.328848123550415,64.79618835449219,-1.3422048091888428,1.8057163953781128,36.60304260253906,0.4220723807811737,1.5594664812088013,198.4044510718865,118.02175958249657,100.20907650386822,0.9933058038973128,1.8928019375444942,1.7813795576563707,0.3487776815891266,0.6624618172645569,1.7642772197723389,0.9300594329833984,1.7730886936187744,0.24624991416931152,384.52007290899957,97.58301558635071,100.69115630131652,2.25423750892814,754.6403198242188,496.78014086697976,0.9214211636097025,2.3221533863550317,1.4189866596992062,69.65233801254921,168.36712562251444,345.18761895033754,0.13272625207901,0.7726434469223022,1.7642772197723389
ttHjj dilep,54,0.00010011532,680.4589,2.0,6,4.0,2.0,2.0,4.0,210.6454315185547,0.041911378502845764,3.0365447998046875,105.87432098388672,-0.24529851973056793,0.5057725310325623,70.46891784667969,-0.5958104133605957,-0.1698562353849411,59.934349060058594,-2.1293816566467285,0.38593629002571106,48.65519714355469,-0.8482069969177246,-0.9423338174819946,35.00568389892578,-1.5102440118789673,-0.34032338857650757,291.59529576139545,119.05971491850725,39.626301538807425,2.547017373387488,3.0063604471500565,2.62445630276278,0.2872098982334137,1.5335712432861328,0.6620370149612427,2.5307722091674805,2.585800143080302,2.539582224684306,137.99404947709164,125.43359410208305,80.00181626834556,10.447839993653895,633.722900390625,580.062944979306,2.8908651959850546,1.0892167952250804,0.8637183502000987,39.626301538807425,148.05252262236644,370.74063574007755,0.2523965835571289,0.9935798645019531,2.171293020248413
ttHjj dilep,55,0.00010086078,561.4733,2.0,6,6.0,0.0,2.0,6.0,131.60906982421875,0.17295587062835693,-1.8871684074401855,97.23932647705078,0.3921515941619873,1.8513933420181274,83.32630920410156,1.018512487411499,-1.6027092933654785,77.12124633789062,-0.8565267324447632,1.0067769289016724,56.58372497558594,-0.3067995607852936,1.379475474357605,48.516944885253906,1.4070371389389038,0.8467581868171692,137.99130980235986,106.49765621146172,103.2159535172284,1.507506036022125,1.7947211035738508,2.9796271670811025,1.2486783266067505,1.713836669921875,0.8455566167831421,0.8446164131164551,0.5327172875404358,2.857133539515086,159.25580045498094,101.41660876087667,212.87509299079875,4.8733430068029895,561.4733276367188,275.63838740244154,0.9725865936731781,0.7792338103444864,2.9144265592621763,47.03103792673126,151.8015479418628,234.37183153457252,0.21919572353363037,1.0341967344284058,2.263563871383667
ttHjj dilep,56,0.00010458808,1730.621,2.0,9,4.0,5.0,2.0,4.0,245.1645965576172,1.777124285697937,-0.1454404890537262,70.76785278320312,-0.5749225616455078,-1.2162922620773315,50.51313018798828,0.7523553371429443,0.7673724293708801,32.9784049987793,2.453054428100586,0.26341214776039124,550.8195190429688,0.7799168229103088,-2.6802453994750977,337.7333679199219,1.6196794509887695,0.7627784609794617,412.3185988438403,82.40536169868116,941.8353016340158,2.584346825889563,1.7737963054947146,2.961708624494789,2.3520469665527344,1.7006990909576416,0.8397626280784607,1.0708518028259277,0.5039602518081665,2.840161387120382,285.9159560251894,80.9730256035723,249.36109736414286,3.019690186121829,1704.5648193359375,522.2042417892457,2.2167749537949035,2.837212081642367,0.7759860099589408,82.40536169868116,333.61603747742333,941.8353016340158,0.027561485767364502,1.2702635526657104,3.0279769897460938
ttHjj dilep,57,0.000108240834,1172.4375,2.0,6,4.0,2.0,2.0,4.0,342.6842956542969,-0.45322784781455994,-1.6968886852264404,137.53550720214844,-0.4836505651473999,-0.11973609775304794,118.88333892822266,-1.286191463470459,0.7611683011054993,33.08538055419922,-2.1540639400482178,0.8029704093933105,244.59510803222656,-1.179794430732727,2.2829630374908447,40.343994140625,1.0293035507202148,-0.5877547264099121,318.6743494513632,67.12901942470012,337.3685039112022,1.5647358218767413,3.218991155679799,3.6223105671580447,0.030422717332839966,0.8678724765777588,2.2090978622436523,1.5644400437646588,3.099790545301982,2.870717763900757,368.4418447768957,151.94610704456747,206.0052072534425,11.206361849036606,1116.1317138671875,641.9767862564261,1.4240514259484174,2.8056865225412206,1.7159756447604142,67.12901942470012,259.32578244344984,577.3154373666048,0.030422717332839966,1.2741246223449707,3.1833674907684326
