,,Event.CrossSection,Event.HT,nLeptons,nJets,nBjets,nNotbjets,Event_type,Bjet_group,pT_1,eta_1,phi_1,pT_2,eta_2,phi_2,pT_3,eta_3,phi_3,pT_4,eta_4,phi_4,pT_5,eta_5,phi_5,pT_6,eta_6,phi_6,m_12,m_34,m_56,dR_12,dR_34,dR_56,dEta_12,dEta_34,dEta_56,dPhi_12,dPhi_34,dPhi_56,pT_12,pT_34,pT_56,xWt1,HT_select,m_1234,dR_1234,dR_1256,dR_3456,m_min,m_mean,m_max,dEta_min,dEta_mean,dEta_max
ttHjj fullhad,21,0.060041685,671.28784,2.0,6,4.0,2.0,2.0,4.0,125.58368682861328,-0.6571018695831299,2.982586622238159,115.68440246582031,1.5767158269882202,0.13167737424373627,71.92082214355469,-2.046943187713623,3.114482879638672,62.24483108520508,-2.3352537155151367,-0.07084296643733978,101.64900207519531,-0.5519936084747314,-1.1953999996185303,64.66361999511719,1.0787818431854248,2.727811336517334,407.34925790794983,138.4759090196604,212.11805988923058,3.621826117343034,0.2916085627507789,2.8686069298077874,2.2338175773620605,0.28831052780151367,1.6307754516601562,2.8509092330932617,0.043733207387379736,2.359973971043722,36.28984206505274,10.108687392961192,71.9945991676625,9.347340461245754,671.287841796875,970.0588684981486,7.240664110398065,2.0402322620378253,5.530749054630687,138.4759090196604,282.5867865950525,588.9875855733135,0.10510826110839844,1.936142086982727,3.9119696617126465
ttHjj fullhad,22,0.060773898,835.29016,2.0,8,5.0,3.0,2.0,5.0,130.47288513183594,-2.327064037322998,2.358471155166626,116.59197998046875,1.608075737953186,-0.24980561435222626,103.30010223388672,0.6674634218215942,0.8340463042259216,33.248374938964844,2.045799970626831,2.681328535079956,32.12118148803711,1.9002867937088013,1.27791428565979,135.8394317626953,-0.7709862589836121,-0.23210512101650238,898.2079657538428,129.4019180614974,253.64056807522516,4.721062614266571,1.8907805971261127,3.06852701750224,3.9351396560668945,1.3783365488052368,2.6712729930877686,2.608276844024658,1.2943104823404035,1.5100194215774536,66.46658188925109,99.50505732584972,141.4714566164674,7.395982190492547,835.2901611328125,1212.5067799181159,3.903365779919603,2.6913090041615777,1.9184743629865602,45.25907181987308,311.1603862944282,898.2079657538428,0.14551317691802979,2.0545833110809326,4.37286376953125
ttHjj fullhad,23,0.061277296,868.26013,2.0,6,4.0,2.0,2.0,4.0,267.92486572265625,0.3889889419078827,1.6716723442077637,91.16432189941406,0.955869197845459,-1.4002485275268555,84.01913452148438,0.6733436584472656,2.4923670291900635,56.11404800415039,0.79398113489151,-0.7165423631668091,186.66079711914062,2.261906623840332,-2.2082173824310303,74.9876937866211,0.12028703093528748,0.5285093784332275,329.16323888130336,140.26715930347743,385.3885482485022,3.1237879302190055,0.13814832641275918,2.179552994253328,0.5668802261352539,0.12063747644424438,2.1416196823120117,3.071920871734619,0.067316857976369,0.4048658927255353,177.0954816433559,28.285165847302068,121.38407477851071,11.81133120601884,831.9193725585938,480.8497890626492,2.4031378425500667,1.7572361740244096,1.576519732443169,64.95464775831475,225.3387167435102,639.9879926761284,0.12063747644424438,0.8352917432785034,2.1416196823120117
ttHjj fullhad,24,0.06274173,1007.01166,2.0,7,4.0,3.0,2.0,4.0,130.83270263671875,-0.8089476823806763,1.223249912261963,124.14680480957031,0.2901613116264343,3.0391619205474854,105.42745971679688,0.6399849057197571,-1.893734335899353,91.67859649658203,-0.4727606177330017,2.5519614219665527,147.72222900390625,1.163267970085144,-3.046177864074707,63.57133102416992,2.130955219268799,-1.6096386909484863,250.76164504626416,198.42893094345735,164.8911229535769,1.7220538966645822,2.1481550236678713,1.9605167643949313,1.0991089344024658,1.1127455234527588,0.9676872491836548,1.3256806453042707,1.837489430104391,1.7050534804635724,156.99222272956678,120.10576747795841,168.45531603353652,2.871028726413916,1007.0116577148438,495.9434755215851,1.8259175095949376,2.7808872900629815,3.446214751060059,99.54806525622722,221.34370892998342,418.29120918571203,0.33618706464767456,1.330494999885559,2.9399027824401855
ttHjj fullhad,25,0.06475532,817.3104,2.0,6,5.0,1.0,2.0,5.0,256.78790283203125,2.076925039291382,3.0916929244995117,55.59147644042969,-1.2656505107879639,-1.7768653631210327,54.323055267333984,-1.594746708869934,-0.24525536596775055,52.136173248291016,1.2557998895645142,2.741926908493042,45.97588348388672,-0.8080196976661682,2.1313722133636475,106.0154800415039,1.2317298650741577,-0.3555099070072174,80.30686836786181,126.14929806532767,360.3161039804664,1.6432736879890548,2.152238037580426,0.898750531579187,0.3290961980819702,2.063819646835327,0.8451951742172241,1.6099826415353498,0.6105546951293945,0.3056102673239032,79.23398191491725,93.59402211181389,158.91885990134585,11.268549548347714,781.9276733398438,367.84265611045817,3.5543400494735593,4.855551318453041,3.224551713658432,80.30686836786181,273.04918445578096,760.4437588290934,0.024070024490356445,1.864164113998413,3.6716718673706055
ttHjj fullhad,26,0.06736384,1447.1141,2.0,7,4.0,3.0,2.0,4.0,68.78855895996094,1.317134141921997,-2.2091064453125,65.18653869628906,-0.40958619117736816,-2.7720000743865967,56.20646667480469,1.7910187244415283,-0.7462891936302185,40.81140899658203,0.9030255079269409,2.21225643157959,581.8706665039062,-1.098552942276001,-0.9301467537879944,358.6342468261719,0.986780047416687,1.3590176105499268,138.92060364090207,107.44025301303373,1409.9886308176756,1.8161531726126487,0.9066631928967687,2.2528309458662843,1.7267203330993652,0.8879932165145874,2.0853328704833984,0.5628936290740967,0.18304696877534,0.8524283488565167,128.7076892430034,17.710226984955565,438.75426010769144,9.60095601782602,1447.1141357421875,306.03914467143346,2.668587623074263,1.690552957175395,4.97873534162676,89.45242950260592,360.59155672143316,1409.9886308176756,0.0837545394897461,1.3141182661056519,2.8895716667175293
ttHjj fullhad,27,0.07724875,695.10144,2.0,6,4.0,2.0,2.0,4.0,180.2166290283203,-0.5005556344985962,-2.3307690620422363,77.40699768066406,0.842451274394989,-0.8857578635215759,53.29713821411133,0.33800873160362244,-1.8214651346206665,50.22946548461914,-2.249969005584717,0.6296806335449219,50.281036376953125,0.9077171683311462,2.674344062805176,45.031646728515625,2.3806440830230713,1.743187665939331,236.96317581680847,201.23727633099853,90.30495041271385,2.163805960147484,2.6784968492838233,1.7425744620708432,1.3430068492889404,2.587977647781372,1.4729268550872803,1.6965815146737775,0.6904470046334943,0.9311563968658447,204.86591868893643,35.15284403995664,85.200410072046,2.152347387076762,577.7921142578125,520.1516648066602,3.0599409846650563,2.9362598552336037,4.477352841940961,70.18043972460916,207.42830828413122,480.10495996018034,0.06526589393615723,1.8588217496871948,4.630613327026367
ttHjj fullhad,28,0.078621656,985.7646,2.0,6,4.0,2.0,2.0,4.0,182.11399841308594,-0.8048936128616333,2.3772332668304443,149.5032958984375,-1.9022935628890991,-2.996364116668701,55.76008605957031,-1.9195784330368042,2.3454477787017822,35.87708282470703,-1.960378885269165,-2.3025903701782227,132.2987518310547,-1.160201907157898,-0.7961810827255249,105.6744155883789,-0.887698233127594,-0.13577747344970703,247.84193129173036,68.97767864310009,91.80560751514828,2.4871933379524944,1.5069976738049082,2.4961084363432033,1.0973999500274658,0.04080045223236084,0.27250367403030396,2.2320044914907733,1.5064452568716327,2.4811890443139752,298.2531209831712,64.33553248679257,225.28257537266202,2.0796035577547913,804.5203247070312,340.1737060198755,3.0835843284023907,0.45947131115780776,1.2263645075484417,68.97767864310009,174.43568562802184,318.48042811393265,0.017284870147705078,0.6410105228424072,1.1554852724075317
ttHjj fullhad,29,0.079719976,1341.8481,2.0,9,4.0,5.0,2.0,4.0,314.2366943359375,-1.2145179510116577,1.7607815265655518,192.4503173828125,-0.5979466438293457,-1.5249671936035156,103.09059143066406,-0.4151536226272583,1.207914113998413,99.26315307617188,2.4435341358184814,-1.7057523727416992,172.38511657714844,-2.3168580532073975,1.5321898460388184,111.59292602539062,-1.212311029434204,-1.7528045177459717,520.5351981562101,449.09859402290243,329.1377089332309,0.6331991380064514,4.081856045698364,1.1138169410693435,0.616571307182312,2.8586878776550293,1.1045470237731934,0.14415606657927427,2.9136664867401123,0.14340171019499692,126.8324723272107,23.323053662713534,63.95782050425755,1.7138329361206095,1341.8482666015625,1490.8705347709633,6.411652106276984,1.2296819921213131,7.393969680063732,105.58306581498478,494.25858392216384,1427.6468796312436,0.0022069215774536133,1.7876280546188354,4.760392189025879
ttHjj fullhad,30,0.07990303,866.8372,2.0,9,4.0,5.0,2.0,4.0,179.88453674316406,1.6506363153457642,0.35424208641052246,109.93804931640625,-0.32955724000930786,2.7127158641815186,76.62104797363281,1.6585936546325684,3.1167263984680176,48.58917236328125,-2.379899024963379,-2.2918877601623535,98.59815979003906,0.6742212176322937,2.3697807788848877,69.879150390625,1.5439302921295166,-0.7743564248085022,418.3471038151077,455.1896172749426,183.75143131607825,2.129422909238775,4.631285958291336,0.8697127966718181,1.9801936149597168,4.038492679595947,0.8697090744972229,0.783118875818797,2.267021505040578,0.002544490498952001,128.11494380523757,114.04799334560474,28.719788288403574,1.694198669936751,866.8372192382812,1015.3050497944263,2.5404795749649796,1.9757509094440977,3.4900893977987284,110.5785227496334,278.2312524711061,713.3802176583529,0.0079573392868042,1.8001837730407715,4.038492679595947
